track_id,title,artist_name,duration,danceability,energy,tempo,key,mode,loudness,song_hotttnesss,artist_hotttnesss,year
TRAACPE128F421C1B9,Do You Finally Need A Friend,Terry Callier,342.56934,0.0,0.0,110.189,6,1,-11.939,0.4137398358601097,0.4161730646266773,1972
TRAACQT128F9331780,The Emperor Falls,John Wesley,484.62322,0.0,0.0,138.007,4,0,-15.335,0.3775316449767025,0.45278947675222264,0
TRAACSL128F93462F4,Twist and Shout,The Shangri-Las,164.80608,0.0,0.0,130.1,10,1,-10.922,0.4432913119053975,0.4182165181949368,1964
TRAACTB12903CAAF15,It Makes No Difference Now,Billie Jo Spears,133.32853,0.0,0.0,160.839,4,1,-9.983,0.0,0.3846110839616365,1992
TRAACVS128E078BE39,Laws Patrolling (Album Version),Mike Jones (Featuring CJ_ Mello & Lil' Bran),173.66159,0.0,0.0,41.993,7,1,-7.762,,0.42631795640769016,0
TRAACZK128F4243829,¿Dónde va Chichi?,Sierra Maestra,313.12934,0.0,0.0,189.646,9,1,-9.512,,0.39273367554668775,1997
TRAADDS128F425C68B,"Barking Dogs (From ""Piouhgd"")",Butthole Surfers,450.84689,0.0,0.0,130.586,4,0,-9.063,0.593943075901947,0.48801984168567314,0
TRAADED128F42741FD,OUTE ENA EFHARISTO,Despina Vandi,303.09832,0.0,0.0,128.292,8,0,-8.879,,0.41168895978577885,0
TRAADEV128F9348C0A,Midnight Swim,Javier Navarrete,128.83546,0.0,0.0,90.932,3,1,-17.699,0.3943948561005826,0.38265197113973687,0
TRAADHS12903CE70A9,In A Subtle Way,Jacob Young,456.30649,0.0,0.0,89.667,1,1,-19.478,0.0,0.294861261887382,0
TRAADIV12903CB15C1,Spin,Scarlet's Remains,198.73914,0.0,0.0,115.061,7,1,-7.469,0.450992311636255,0.3931219335710068,2007
TRAADLH12903CA70EE,Burning In The Aftermath,The Suicide Machines,95.68608,0.0,0.0,115.887,2,1,-2.022,0.5287824809425877,0.4675384440100101,2003
TRAADLN128F14832E9,Angie (1993 Digital Remaster),The Rolling Stones,271.49016,0.0,0.0,139.333,9,0,-10.358,0.8344926198909054,0.7357656929506414,0
TRAADLR12903CF8D7E,Sabor Guajiro,Roberto Torres,226.66404,0.0,0.0,117.271,0,1,-12.716,0.0,0.3500785789894733,0
TRAADLX128F1469250,Human Cannonball,Loudon Wainwright III,190.48444,0.0,0.0,102.428,3,1,-15.663,0.5101193140330347,0.4427658420289504,1995
TRAADMH128F9343E59,Glory Be,R.L. Burnside,277.78567,0.0,0.0,89.984,2,1,-6.944,0.48213758506501503,0.4666288889016846,2004
TRAADNA128F9331246,Crossfire,Stevie Ray Vaughan,248.78975,0.0,0.0,116.721,1,1,-7.805,,0.544257505724526,1992
TRAADOF12903CAA1C1,I Can't Be Satisfied,John Hammond,195.3171,0.0,0.0,123.142,7,1,-10.7,,0.45281783769711387,2002
TRAADQX128F422B4CF,Nashville Parthenon,Casiotone For The Painfully Alone,175.72526,0.0,0.0,141.919,0,1,-10.93,0.7858922883883538,0.3942171989010042,2006
TRAADRN128F932D607,Cocain Ducks,Ec8or,217.23383,0.0,0.0,95.596,10,0,-9.493,,0.3345773601190987,1995
TRAADVH128EF34DE7A,Human Being,The New York Dolls,344.05832,0.0,0.0,154.953,11,1,-9.253,0.5616924111789523,0.4793084593382274,1974
TRAADYB128F92D7E73,The More I See You,Eliane Elias,251.42812,0.0,0.0,86.091,7,1,-12.009,0.4348380902608562,0.42791424698295477,2009
TRAADYI128E078FB38,Certain Things We Do,Lost Boyz,269.7922,0.0,0.0,90.218,7,1,-11.043,0.4051157216913865,0.41224060053560735,1997
TRAAEAM128F934B199,Forming,The Germs,206.05342,0.0,0.0,133.144,11,0,-11.506,,0.40439264015477133,1977
TRAAEDJ12903CCE390,Mafuá,Yamandu Costa,190.04036,0.0,0.0,205.317,2,1,-14.179,,0.38347574490669173,0
TRAAEEH128E0795DFE,Driving Home For Christmas,Chris Rea,241.162,0.0,0.0,180.149,9,1,-8.531,0.767727748373397,0.500691340913453,1986
TRAAELO128F9302DD1,Spooks In Space,Perrey And Kingsley,122.64444,0.0,0.0,102.538,0,0,-8.541,0.4348380902608562,0.3384148184832545,1966
TRAAEMJ128F425A917,Tous Les Garçons Et Les Filles,Eurythmics,207.0722,0.0,0.0,84.164,0,1,-6.629,0.38293509007501925,0.5236990777653908,1985
TRAAENC128F1451DE9,Too Much Saturn,Francis Dunnery,300.79955,0.0,0.0,124.175,7,1,-13.33,0.6104742577715245,0.3835242473277272,1995
TRAAENP128F147BF32,Movement 4 [from Kiss] (Album Version),John Cale,228.46649,0.0,0.0,137.004,7,1,-12.412,0.2265553139555314,0.48165586241245567,1997
TRAAEOU128F9309DE0,Stream,Suzanne Ciani,239.59465,0.0,0.0,106.33,7,1,-21.552,0.4159831182884585,0.3807045358244573,0
TRAAERU128F930674F,Make Me Over,Vickie Winans,228.93669,0.0,0.0,107.961,11,0,-8.686,,0.3968558693253486,0
TRAAEUB12903CDD3EA,Deform (live),The Berzerker,165.61587,0.0,0.0,174.287,1,1,-6.222,0.0,0.45755390983649336,2000
TRAAEWG128F930B3A4,Wicker Chair,Kings Of Leon,187.92444,0.0,0.0,116.823,0,1,-5.907,0.6859402266976852,0.7888059351620142,2003
TRAAEXM128F92D47C8,An ti chans',Edith Lefel,276.50567,0.0,0.0,101.972,0,1,-4.638,0.0,0.30004649036641506,0
TRAAFEB128F92F8694,I Will Love Again (JJ's Club Radio),Taras,200.25424,0.0,0.0,127.97,11,0,-5.884,,0.18931487775261457,0
TRAAFJW128F428A424,Stickin In My Eye,NOFX,144.50893,0.0,0.0,152.622,4,0,-7.787,0.6712360269845353,0.5542914890128156,1992
TRAAFKJ12903D02552,Ota kiinni,Murskahumppa,285.17832,0.0,0.0,110.787,7,1,-8.488,,0.26803783963074496,0
TRAAFMS128F933AB23,Entre Caníbales,Soda Stereo,246.69995,0.0,0.0,112.903,7,1,-9.603,0.6261657596688281,0.46682699252718746,1990
TRAAFON128F42926FB,Rosemary Recalls,Bruce Rowland,84.03546,0.0,0.0,115.642,7,1,-26.266,0.0,0.3004544598123077,1985
TRAAFRU128F9339158,Sudanese Dance,Xcultures,273.52771,0.0,0.0,125.013,1,1,-6.305,0.1992382620006783,0.26627528554651025,2000
TRAAFSM128F425A2C5,Where The Thunder Roars (Tales Of Wonder Album Version),White Heart,298.84036,0.0,0.0,113.277,5,1,-9.998,0.26586104921065007,0.33750728916593725,0
TRAAFUJ128F933F42B,Wanna Be A Player,Heavy D / McGruff,161.38404,0.0,0.0,96.979,5,0,-9.161,0.23773394162247466,0.36366811024462387,1997
TRAAFYL128E07856A7,Panama (Remastered Album Version),Van Halen,209.29261,0.0,0.0,140.995,8,1,-4.865,0.8244821296824321,0.5799889824287546,0
TRAAGCZ128F93210FD,Let's Get It Started,Black Eyed Peas,229.61587,0.0,0.0,105.206,11,0,-4.882,0.6244254932707666,1.0059419659547393,2004
TRAAGEC128E079252C,Metal,Nine Inch Nails,426.89261,0.0,0.0,63.017,0,0,-12.951,0.6355366486226686,0.5984585009824434,2000
TRAAGGE128F9325E2C,She Fell Away (2009 Digital Remaster),Nick Cave & The Bad Seeds,269.26975,0.0,0.0,144.603,9,0,-11.751,,0.47940767557514763,0
TRAAGHM128EF35CF8E,Next Time,Nadine Renee,249.41669,0.0,0.0,167.92,2,1,-6.693,0.19878534876524423,0.13924739387110993,0
TRAAGJV128F1464090,It's My Party,Lesley Gore,136.48934,0.0,0.0,129.122,9,1,-9.091,,0.3891007762801808,1963
TRAAGKF128F932D5A2,Complicate It,Smartbomb,233.27302,0.0,0.0,132.022,0,1,-2.658,0.0,0.3224851056611973,2001
TRAAGKQ128F92EAF39,Monde De Fou,Suburbs,187.24526,0.0,0.0,183.92,1,1,-4.42,0.24906579485370342,0.3356518391847009,2005
TRAAGKS128F9314884,Opus a Satana (Part 2),Emperor,72.61995,0.0,0.0,89.867,9,0,-11.051,,0.45339118607533013,0
TRAAGMJ12903CAD7D4,This Melody (Live),Julien Clerc,272.63955,0.0,0.0,119.896,2,1,-9.97,,0.36438492446826576,0
TRAAGNL128F4299BF1,I'm Gone This Time,Glen Campbell,142.75873,0.0,0.0,137.29,1,0,-11.335,,0.4810242392118726,0
TRAAGOH128F42593CE,You Feel Good All Over,T.G. Sheppard,194.11546,0.0,0.0,82.343,5,1,-15.581,0.3827232807891977,0.34328188178708335,2002
TRAAGPF12903CE027E,Indian Love Call,Slim Whitman,195.91791,0.0,0.0,91.487,3,1,-11.98,,0.38666909170602387,1990
TRAAGPH128F4273C8D,You Can Still Be Free,Savage Garden,118.33424,0.0,0.0,84.69,9,0,-11.215,,0.5380702951237828,1999
TRAAGPJ128F428CD1B,I Never Came,Queens Of The Stone Age,288.41751,0.0,0.0,115.606,2,1,-8.165,0.7251212835673101,0.5524133455169445,2005
TRAAGUA128F93236E8,Dixie,Hank Penny & The Lincoln Penny Orchestra,123.21914,0.0,0.0,126.523,7,0,-12.69,,0.3475988886835368,0
TRAAGVF128E0789785,Commercial Reign,Inspiral Carpets,283.76771,0.0,0.0,113.677,2,1,-8.7,0.6651722407621973,0.39854753538058046,1990
TRAAGVM128E0784D95,Hourglass,Borialis,239.3073,0.0,0.0,86.938,2,1,-5.758,0.5546547674656118,0.4214151025424071,0
TRAAGXN128F92DE52C,Wake,The Dirty Skirts,206.75873,0.0,0.0,141.936,0,1,-4.907,0.30416950343527516,0.40418220665370436,0
TRAAGZU128EF360F47,Caricia Y Herida,Flor Silvestre,134.81751,0.0,0.0,106.049,11,1,-8.133,,0.3135693426838017,0
TRAAHDH128F93094B6,Le tortillard,Bézu,285.64853,0.0,0.0,126.88,8,1,-9.093,,0.1489854809922737,0
TRAAHEG128E07861C3,WKYA (drop),Redman,124.18567,0.0,0.0,85.008,1,0,-10.296,0.5701059300583878,0.49356684269655965,2001
TRAAHEH128F427FCEF,Teräslintu,Solistiyhtye Suomi,134.08608,0.0,0.0,133.699,4,0,-12.839,,0.3178109598122704,0
TRAAHEQ128F93057B4,Now's The Time To Fall In Love,Eddie Cantor,155.61098,0.0,0.0,118.975,11,1,-13.71,,0.33109012633891616,0
TRAAHER128F92E3FE9,Grim Prospects (Gross Prospects - Bad Trip Remix),Schizoid,275.40853,0.0,0.0,102.408,9,1,-2.119,,0.34919221761645924,0
TRAAHJX128F9312B83,Mangos,Kai Winding,223.4771,0.0,0.0,112.006,0,1,-14.438,0.0,0.3163540008222974,1961
TRAAHKE128F421389B,A Distant Voice,Sonny Simmons,443.24526,0.0,0.0,45.527,1,1,-13.002,0.2707759989463275,0.317833879200262,0
TRAAHMO128F92DE7C9,Openbare Weg,Mira,177.81506,0.0,0.0,85.621,4,1,-12.004,,0.34575124701970267,2006
TRAAHPZ12903CB4643,President Johnson,Citizen Kaned,385.33179,0.0,0.0,108.061,8,0,-8.37,,0.27756173775343046,2000
TRAAHRF128F92FE234,Lead Me Lord,The Brooklyn Tabernacle Choir,324.44036,0.0,0.0,216.195,7,1,-11.829,0.4051157216913865,0.4320119468576032,1995
TRAAHTH12903CCFFE1,Spontanous Combustion,Ellen McIlwaine,275.12118,0.0,0.0,132.428,7,1,-6.29,0.24274187894946822,0.3251485709173023,0
TRAAHVY128F92E25D6,Choro,Vince Guaraldi / Bola Sete,294.66077,0.0,0.0,168.307,5,0,-15.761,0.3867901771390143,0.4148926124367487,0
TRAAHXN128F9326097,Ma Louise,Maurice Chevalier,193.20118,0.0,0.0,140.956,0,1,-27.433,,0.3915853290262099,0
TRAAHYV128F932A425,I Want You (Forever),Carl Cox Vs Yousef,357.82485,0.0,0.0,130.016,1,1,-5.701,0.5112548351002428,0.38418425849676846,1991
TRAAHZP12903CA25F4,Hate,Organized Konfusion,198.3473,0.0,0.0,175.769,11,0,-8.709,0.46048484498641545,0.4126716309926985,1997
TRAAIAE128F42AC53D,I Can't Stop Loving You,Martina McBride,261.95546,0.0,0.0,100.194,7,1,-13.627,0.48828987603734525,0.6282464191914875,2005
TRAAIAN12903CFF16D,Thank You Lord,Horace Andy,176.27383,0.0,0.0,151.911,2,1,-11.479,,0.3742711738564048,1985
TRAAIAX128F930531B,How Can You Call That Beautiful (Stewkey Vocal),Nazz,220.89098,0.0,0.0,119.691,9,1,-6.302,,0.3841464443048954,0
TRAAIBB12903CECB35,Cheatin' In The Next Room,Tyrone Davis,235.91138,0.0,0.0,161.976,10,1,-10.466,,0.3932151037866921,0
TRAAIDY128F92CA454,Candy Man,Hot Tuna,239.59465,0.0,0.0,172.398,0,1,-9.275,,0.40517835890761195,1971
TRAAIFG12903CB0BCB,I See The Boys Of Summer,Richard Burton,171.49342,0.0,0.0,109.823,2,1,-37.398,0.0,0.28404740990087485,0
TRAAIGD12903CA2F3C,Three Is a Crowd,Rory Block,266.05669,0.0,0.0,90.101,1,1,-13.836,0.0,0.34318504527257115,0
TRAAIHL128F92E6DDA,On Bended Knee,Boyz II Men,329.27302,0.0,0.0,116.473,8,1,-7.103,0.34580223396532944,0.6011849417940898,1994
TRAAIIE128F4288BB1,My Four Reasons,Howard Armstrong,198.922,0.0,0.0,126.821,9,0,-13.495,0.3335548072764493,0.0,0
TRAAIII128F427D5D8,Little Girl (LP Version),Donny Hathaway,283.21914,0.0,0.0,111.191,2,1,-15.144,0.6173656175717818,0.4224724232432197,1971
TRAAILM128F93480BB,Eternamente Amame,Miguel Gallardo,238.68036,0.0,0.0,125.508,5,1,-12.991,,0.33510142487208283,0
TRAAINT128F933BBE0,Niev nietch nievitch,Les Ogres De Barback,254.06649,0.0,0.0,137.888,4,0,-6.01,0.3943948561005826,0.4379647331417924,1999
TRAAIRG128F93265E8,Come Over,DJ X-Change featuring DJ Joey A,184.31955,0.0,0.0,150.012,6,0,-5.58,,0.28128421554929817,0
TRAAIXN128F428027A,Blue Taxi,Morel,311.40526,0.0,0.0,108.367,10,1,-4.313,,0.3340657898380008,0
TRAAIXU128F4241E5C,I Want Love (Tween You & Me) (Album Version),Tony Joe White,162.53342,0.0,0.0,173.482,2,1,-17.285,0.3747968370214053,0.4035096733630853,0
TRAAIYR12903CD290D,White Feather,Wolfmother,212.37506,0.0,0.0,110.745,4,0,-5.931,,0.5669715662185826,2009
TRAAJAC128F148B530,Christlike Roche,The Roches,338.33751,0.0,0.0,130.027,2,0,-14.248,0.26586104921065007,0.37225120793006455,1995
TRAAJBU128F9326C02,You Rascal You,Bob Margolin,126.51057,0.0,0.0,110.168,11,1,-12.651,0.23379647424179947,0.3268488180257514,0
TRAAJBU12903CE2831,Sympathy,Thomas Battenstein,205.58322,0.0,0.0,97.976,9,0,-16.056,,0.0,0
TRAAJEK128F422F55A,They Say (Album),Jupiter Rising,193.4624,0.0,0.0,119.979,0,0,-5.913,0.21508031850922793,0.3631778606591337,2007
TRAAJEK12903CE351A,Simon's Folly,Dharma Bums,127.4771,0.0,0.0,156.968,6,1,-5.541,,0.3458094431841164,0
TRAAJJA12903CC518A,Crawl Before You Ball (Album Version),Saafir,234.762,0.0,0.0,188.886,5,1,-6.019,,0.3189020778687955,1999
TRAAJJG128F4284B27,Medicate Myself,The Verve Pipe,292.8322,0.0,0.0,133.306,9,1,-4.953,0.46630483075728635,0.4983953383497739,2001
TRAAJJV128F42A2F99,Biding Her Time,Bob Neuwirth,241.10975,0.0,0.0,152.267,4,1,-18.114,0.48061061838775304,0.30150246185842855,1990
TRAAJMH128E0785407,More And More  (LP Version),Marvin Sapp,270.68036,0.0,0.0,166.275,1,1,-11.061,0.2656833797102308,0.4596654567282773,0
TRAAJNM12903CF4750,Cowboy Ways,James Hunter,188.73424,0.0,0.0,114.971,2,1,-7.04,,0.4315269192148132,0
TRAAJSX128F4275A1D,Brasas Vivas,Nelson Ned,211.80036,0.0,0.0,144.651,9,0,-15.358,,0.32188268994567615,0
TRAAJVJ128F42570AD,Kolomeyke,Mish Mash,254.32771,0.0,0.0,152.005,2,1,-11.213,,0.351210536532264,0
TRAAJXQ128F92E65BF,In This Life,Cama,210.36363,0.0,0.0,155.074,1,0,-5.904,,0.27345372725278577,2009
TRAAJYX128F4255568,Groovin' In The Midnight,Maxi Priest,301.81832,0.0,0.0,61.971,10,0,-8.095,0.34580223396532944,0.44689072654931333,1991
TRAAKAS128F4246013,Waiting,Porcupine Tree,416.80934,0.0,0.0,124.04,6,0,-7.982,0.8251735403780842,0.5079658021593736,1997
TRAAKAV128F931BE25,A'chek Ouyounik (2009 Digital Remaster),Ragheb Alama,413.36118,0.0,0.0,191.196,7,0,-8.804,0.0,0.4249318351787764,0
TRAAKDF128F92FA302,Hell,Foo Fighters,117.002,0.0,0.0,152.127,7,1,-5.699,,0.5507620846559074,2005
TRAAKDG128F42A0ECB,Hips Don't Lie (featuring Wyclef Jean),Shakira Featuring Wyclef Jean,217.36444,0.0,0.0,100.023,10,0,-5.152,0.7373853102276186,0.6822631767638205,0
TRAAKJJ128F4228346,Juoksuhauta-twist (Elämä juoksuhaudoissa),The Avengers,122.72281,0.0,0.0,192.688,10,1,-9.965,,0.42251494013072466,0
TRAAKNS12903CC5198,I Got Over It (Album Version),Robben Ford,203.98975,0.0,0.0,154.322,11,0,-11.976,0.47212111953959446,0.3838774936335668,1988
TRAAKQS128F4224DE1,One Less Bell To Answer,Brazilian Tropical Orchestra,192.44363,0.0,0.0,236.006,5,1,-10.229,0.0,0.3394084863551408,0
TRAAKSB128F934D73A,Festa,Gil Semedo,285.36118,0.0,0.0,150.666,11,1,-6.284,0.39200877147130697,0.3828699558929602,0
TRAAKTK128F9343DCC,Te Hacen Falta Vitaminas,Soda Stereo,225.12281,0.0,0.0,175.421,11,0,-3.818,,0.46682699252718746,1984
TRAAKVA128F934E69E,Sense And Trick,Xmilk,123.66322,0.0,0.0,104.153,9,0,-4.633,,0.32138373011129995,0
TRAAKVD12903CE8474,Fire (Oscar G Space Vocal Mix),Dolce; Oscar G.,525.16526,0.0,0.0,127.278,11,0,-5.602,,0.33708930033210055,0
TRAAKVZ12903D074BB,Hanging On (Medium Key Performance Track Without Background Vocals),Britt Nicole,204.06812,0.0,0.0,160.165,6,1,-5.157,0.2364201822307364,0.544446276903691,0
TRAAKXN128F92E71B1,Grim Prospects (Version 2 Remix),Schizoid,166.00771,0.0,0.0,86.091,5,1,-1.925,,0.34919221761645924,0
TRAALCM128F4264370,Christmas In Jamaica,Toni Braxton Featuring Shaggy,219.01016,0.0,0.0,149.94,0,1,-5.21,,0.555968803751809,2001
TRAALDU128F930D56B,Gossippo Perpetuo,Perrey And Kingsley,127.9473,0.0,0.0,135.78,0,1,-12.717,0.4444017145228514,0.35032760522744555,2001
TRAALEO128F42A7AEA,2190 Dias Contigo,Sven Tasnadi,570.90567,0.0,0.0,122.967,7,1,-12.28,,0.30660364129709755,0
TRAALHD12903D0BD6A,No Control,Eddie,230.00771,0.0,0.0,142.024,9,1,-9.748,,0.36223874670184913,0
TRAALNG12903D014E9,The Vitalized Shell,Enthroned,240.74404,0.0,0.0,135.535,2,0,-4.878,0.5430528641992896,0.39570954770762196,2010
TRAALRZ128F429024E,Mozart,Suzanne Ciani,192.20853,0.0,0.0,139.189,2,1,-23.988,0.6085000789194116,0.3807045358244573,1989
TRAALSV128F4282B9B,Ciao Milan,Milan Band,152.0322,0.0,0.0,128.598,8,1,-9.414,,0.0,0
TRAALUX12903CFD50B,Lend Me Your Chopper,Johnny Osbourne,215.30077,0.0,0.0,163.445,3,0,-9.741,0.0,0.40913486879748406,2004
TRAALZC128F92E11A6,Letter To Heaven,Dolly Parton,155.21914,0.0,0.0,114.027,7,0,-11.965,,0.6038764869181625,1971
TRAALZN128F932D457,Heaven is Where The Heart Is,Rance Allen Group,207.12444,0.0,0.0,111.316,7,1,-12.779,,0.3140117898326241,0
TRAAMES128F42AF068,Inside Job,Pearl Jam,428.56444,0.0,0.0,105.994,4,0,-8.403,0.6593046691644056,0.6079718095629023,2006
TRAAMFG128F92FDEA2,Take A Look  (LP Version),Natalie Cole,185.7824,0.0,0.0,88.489,8,1,-13.251,,0.5077816674051294,0
TRAAMFT128F93128AD,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),Mastodon,654.28853,0.0,0.0,118.433,7,0,-5.884,0.6266128026956008,0.5742747305168561,2009
TRAAMGJ12903CD315C,Bulgarian Dream,Kiril Valeri,306.72934,0.0,0.0,96.007,11,1,-6.929,0.2707759989463275,0.433945513830991,0
TRAAMII128F933B583,Amalgama,Word,229.51138,0.0,0.0,187.807,9,1,-4.198,,0.24634071356237247,0
TRAAMJY128F92F5919,Born and Raised In Compton,DJ Quik,205.58322,0.0,0.0,181.115,7,0,-6.998,,0.41339391128749997,1991
TRAAMKI128F428537A,We're Gonna Go Fishin',Hank Locklin,127.05914,0.0,0.0,148.357,2,1,-12.772,0.4944895175021134,0.3794369722404727,0
TRAAMKL128F9347D8A,Robbers Kill Cop,BT,44.35546,0.0,0.0,136.164,1,0,-18.147,0.30416950343527516,0.5122267383177268,0
TRAAMKP12903CC74F4,Relax,2-4 Grooves feat. Reki D.,203.83302,0.0,0.0,126.941,4,0,-7.661,,0.4269442562357665,2009
TRAAMKW128F4249CF0,Sweet By And By,The Jordanaires,176.50893,0.0,0.0,159.582,5,1,-17.308,,0.28356259598084455,0
TRAAMPA128F92E7D0D,Orgofart,Descendents,140.66893,0.0,0.0,89.495,6,0,-28.347,0.5194485814940588,0.4765593789777819,1986
TRAAMSO128EF348DCC,Bitch Is Back,L.A. Guns,201.09016,0.0,0.0,102.259,5,0,-2.869,,0.45694055844157816,1988
TRAAMXP128F4264F6A,Naked Albino,Bare Jr.,254.79791,0.0,0.0,107.529,10,1,-7.309,0.0,0.3605835821516753,1998
TRAAMYQ128F148B753,Johnny Loves Me (LP Version),Shelley Fabares,143.0722,0.0,0.0,99.408,0,1,-15.351,0.0,0.3701947010583135,0
TRAAMZB12903CAB002,Dearly Beloved,Norrie Paramor,163.49995,0.0,0.0,79.731,9,1,-25.694,0.0,0.2506012864465103,0
TRAAMZR128F9315DCC,The Look Of Love,Gary Hobbs,289.64526,0.0,0.0,188.502,0,1,-9.435,0.0,0.38976551809145177,0
TRAANBH128F9345A6C,Cooler Than You,Diesel Boy,124.15955,0.0,0.0,133.729,11,1,-4.793,0.40565219615969267,0.37668863102209926,1998
TRAANKK128F42531BC,Taryns Deepest Fear,Angelo Badalamenti,167.3922,0.0,0.0,139.136,4,0,-17.623,0.4454545254934259,0.39945172400502926,0
TRAANLO128F422AE37,Summer Dying Fast,Cradle Of Filth,321.35791,0.0,0.0,193.693,2,0,-6.2,,0.5725833363950456,1994
TRAANLZ128F934EC42,Still,Jim Chappell,263.94077,0.0,0.0,76.693,0,1,-19.821,,0.36150980217715184,0
TRAANMF12903CEAFEF,Snapshot,Ladybug,341.36771,0.0,0.0,126.95,10,1,-9.632,,0.22005076466880738,0
TRAANRI12903CD0A9C,End Of The Road (Head Hornys Remix),Bandido,333.13914,0.0,0.0,144.812,6,1,-5.671,,0.32785892465345917,0
TRAANTD128F9323B23,7 Miles,Brixx,349.12608,0.0,0.0,138.003,11,0,-11.708,,0.0,0
TRAANTZ128E0792529,The Frail,Nine Inch Nails,168.56771,0.0,0.0,130.284,7,0,-16.968,,0.5984585009824434,1999
