filename,tempo,mfcc_1,mfcc_2,mfcc_3,spectral_centroid,zero_crossing_rate,rms_energy,valence_mean,arousal_mean
103.mp3,[75.99954044],-54.748417,176.90588,-37.217747,1151.161454581855,0.0370046893140479,0.33563966,5.6,3.3
1030.mp3,[198.76802885],-224.80699,120.217926,6.5278993,1534.4120729045276,0.054862102118808,0.07459092,5.7,5.2
1031.mp3,[95.703125],-133.57915,130.13869,2.542791,1641.523374880958,0.0677085852844427,0.09580551,4.8,5.0
1032.mp3,[143.5546875],-248.98715,166.37321,-22.201237,1305.754505184255,0.064941784176664,0.061662924,3.3,4.1
1033.mp3,[129.19921875],-102.76471,126.01899,-29.570017,1768.116281418046,0.0826601199690402,0.104147434,5.3,5.6
1034.mp3,[135.99917763],-235.64958,152.70639,-9.56712,1193.5784723376134,0.0720683472813467,0.08711868,3.3,2.8
1035.mp3,[151.99908088],-145.75743,135.41653,-38.09166,1585.1115073067183,0.091818794746517,0.09304944,4.3,4.2
1036.mp3,[69.83741554],-235.68015,124.067856,-5.9387965,1646.2333847792831,0.0681004952351006,0.051492356,4.8,3.0
1037.mp3,[112.34714674],-153.0494,89.82402,6.79546,2289.34376115436,0.0872904774574303,0.09014913,5.0,4.4
1038.mp3,[103.359375],-149.83887,114.89416,15.564637,1892.2427839045408,0.0694440245259288,0.11521187,5.0,4.1
1039.mp3,[99.38401442],-233.15877,118.371574,18.837582,1486.4657600330456,0.0547230251064241,0.07384965,6.3,4.6
104.mp3,[198.76802885],-18.774855,113.085625,-30.304304,1933.8358210305475,0.0900795762383901,0.26873887,6.1,3.3
1040.mp3,[129.19921875],-157.76047,100.10228,7.681157,2156.24963924888,0.087869083180147,0.070962794,6.2,5.3
1041.mp3,[135.99917763],-170.72707,73.39507,22.713795,2485.331505647361,0.0906627170810758,0.086712345,5.6,5.4
1042.mp3,[103.359375],-196.71556,119.65402,6.8429203,1619.5207399001729,0.0528847898123065,0.09804582,5.0,4.3
1043.mp3,[161.49902344],-178.87106,105.63725,-18.331743,2203.9560090448144,0.1014472323674535,0.07068801,4.9,5.0
1044.mp3,[123.046875],-144.8531,83.38079,0.18493775,2425.2705090770487,0.1090435583155959,0.078849874,7.1,6.1
1045.mp3,[151.99908088],-226.26534,121.81395,0.07727353,1436.589901457304,0.0579119702979876,0.07747394,4.4,3.1
1046.mp3,[172.265625],-155.8815,95.02178,4.7098107,2235.694845057268,0.0925172032217492,0.09722236,5.6,5.0
1047.mp3,[107.66601562],-189.04205,91.67473,-15.29985,2120.060585492581,0.1032461632885062,0.06412758,5.3,4.4
1048.mp3,[161.49902344],-87.70011,96.60155,-8.580625,2157.0596050108525,0.104832321497678,0.10489035,5.0,6.7
1049.mp3,[99.38401442],-89.24696,77.403,-20.815073,2591.69784753953,0.1255517729295665,0.09803668,5.3,6.7
105.mp3,[107.66601562],-72.71431,92.8997,-14.157298,2233.6916525322067,0.1006838205059984,0.18743336,6.5,5.0
1050.mp3,[151.99908088],-143.34474,110.051735,-4.5691495,1819.038597596043,0.0723245815595975,0.08750804,6.0,5.8
1051.mp3,[161.49902344],-181.69342,113.43756,35.882946,1644.6629898053004,0.0450564168924148,0.10424403,5.2,5.3
1052.mp3,[86.1328125],-147.66666,82.54969,12.937549,2223.9374268099127,0.081870253241099,0.1103885,5.5,6.6
1053.mp3,[151.99908088],-155.09868,64.463104,35.393135,2549.6177397670717,0.073137879740712,0.11782605,4.5,6.3
1054.mp3,[135.99917763],-75.85531,88.05232,2.9217458,2361.611163459825,0.1049434319369195,0.11319886,3.7,6.3
1055.mp3,[80.74951172],-76.226105,92.84785,2.8984053,2172.1027735164994,0.0904733758223684,0.12895231,3.7,6.3
1056.mp3,[92.28515625],-122.857925,98.87838,-5.856085,2217.735094981442,0.1011392221362229,0.084122546,4.2,5.0
1057.mp3,[112.34714674],-134.62814,86.433846,13.251219,2402.283274493888,0.0871102064386609,0.11083956,4.7,7.1
1058.mp3,[95.703125],-84.95464,63.65446,8.074035,2842.60033797071,0.1098689501499613,0.1153274,4.0,5.8
1059.mp3,[103.359375],-85.1386,53.38367,9.96861,2977.0249339433944,0.1064090315402476,0.12550716,4.7,7.5
106.mp3,[143.5546875],-162.77882,106.98285,-8.547477,1795.8147017479932,0.0787300605892027,0.13800107,4.6,3.3
1060.mp3,[103.359375],-107.69961,90.129135,-2.739958,2409.133964090436,0.1008969711445433,0.09594305,5.2,6.1
1061.mp3,[135.99917763],-76.054306,79.70604,-9.372117,2666.034865914686,0.140089099990325,0.0976731,6.5,6.2
1062.mp3,[112.34714674],-228.65663,129.49762,-47.06169,1788.953276164574,0.1053893854005418,0.049532298,4.1,4.3
1063.mp3,[71.77734375],-82.03326,75.42863,-5.277534,2627.7692769841096,0.1394209256482198,0.107848816,5.2,6.4
1064.mp3,[112.34714674],-90.83088,63.67678,0.91217625,3116.9496982034148,0.1695197610294117,0.077369,5.2,7.1
1065.mp3,[143.5546875],-119.6235,132.99492,-23.251554,1382.116573329327,0.0513103473297213,0.16002452,6.0,6.4
1066.mp3,[123.046875],-229.92891,94.7262,24.70509,2211.849103426832,0.078378210864938,0.080622315,6.1,5.5
1067.mp3,[161.49902344],-229.55588,163.73329,8.05112,1335.4923869106192,0.0604180020075464,0.07936436,4.0,3.4
1068.mp3,[172.265625],-153.46948,92.6908,39.407665,2210.806543339337,0.0685823517318111,0.11148625,5.9,5.3
1069.mp3,[103.359375],-161.35118,73.600075,-56.63948,2637.6900322895867,0.1935562747919891,0.06250245,4.3,5.6
107.mp3,[117.45383523],-25.85099,137.18738,-39.037277,1723.9371247175802,0.0904582587558049,0.2751121,6.0,4.8
1070.mp3,[117.45383523],-198.00044,125.31831,-51.96685,1585.9247820136443,0.0952114424100232,0.09125607,5.2,5.8
1071.mp3,[123.046875],-231.5045,120.80655,15.589188,1672.7828010441606,0.057944471991099,0.072470084,6.5,5.3
1072.mp3,[117.45383523],-210.72986,107.13361,27.834425,2121.676935798132,0.0890096658523606,0.09405229,6.3,5.5
1073.mp3,[83.35433468],-259.7662,115.122025,19.994152,1389.1414279550586,0.0444645837364551,0.10584198,5.2,3.8
1074.mp3,[117.45383523],-186.54723,93.251945,7.7703824,2304.699673051115,0.0950685861309984,0.07702118,6.8,6.4
1075.mp3,[117.45383523],-157.44577,87.79596,22.26181,2512.0459619589697,0.100136960623065,0.10625684,6.4,6.6
1076.mp3,[123.046875],-178.44354,90.69259,22.729649,2254.165780402864,0.0833778027041408,0.105786644,6.0,5.0
1077.mp3,[103.359375],-241.89435,110.85574,24.590038,1837.7748731417007,0.072453454552051,0.09559443,6.4,4.8
1078.mp3,[112.34714674],-168.6868,86.268036,8.395328,2362.6759175117822,0.0784288530379257,0.10546901,6.8,6.0
1079.mp3,[117.45383523],-140.43854,106.31047,-21.552631,1999.8952880913728,0.0972405306695046,0.088986516,6.9,5.6
108.mp3,[117.45383523],-130.46751,62.48874,-16.59652,2865.6674565631806,0.1389674136513158,0.09226481,4.5,4.2
1080.mp3,[112.34714674],-183.94121,68.214714,29.979906,2848.2472390255502,0.1243476985777863,0.09374707,6.0,5.0
1081.mp3,[83.35433468],-260.61212,133.49408,-7.2572274,1411.3110530511135,0.0686477330446981,0.07117663,5.0,3.5
1082.mp3,[117.45383523],-202.90274,107.42919,-4.7776585,2117.1871879387727,0.1014109514077012,0.06554104,6.7,6.4
1083.mp3,[117.45383523],-197.78299,93.67475,-21.776772,2364.834856521616,0.1285566678357198,0.061712142,6.1,6.6
1084.mp3,[95.703125],-188.69144,132.0456,41.558296,1336.1751441917395,0.0418153178212074,0.11441784,5.1,3.4
1085.mp3,[103.359375],-183.63931,94.9685,-13.20524,2089.488761235693,0.0847814223345588,0.08165694,6.1,5.2
1086.mp3,[129.19921875],-211.76021,106.999344,13.770113,1897.0494125792968,0.0738480039425309,0.08005782,5.9,4.3
1087.mp3,[129.19921875],-126.67969,96.75047,-18.45041,2197.557859146403,0.0956959443933823,0.10579326,6.0,6.4
1088.mp3,[129.19921875],-89.24486,57.1921,0.99690413,3250.268690703125,0.196777721676664,0.08027091,7.3,6.6
1089.mp3,[129.19921875],-120.880455,51.008007,0.78398055,3237.9022995322243,0.1781708802970201,0.08664583,6.4,6.6
109.mp3,[80.74951172],-50.453342,133.6233,-12.49618,1569.8565140596131,0.0651530451818885,0.40988055,4.4,4.5
1090.mp3,[151.99908088],-160.57916,73.90673,0.46151912,2412.757983508766,0.1089090164231811,0.11494139,5.6,6.6
1091.mp3,[123.046875],-204.79398,114.712845,-1.8186425,1978.272939930213,0.0833936756240325,0.081588775,5.7,5.8
1092.mp3,[123.046875],-147.32416,95.12473,-2.3946738,2191.380013713233,0.0811079751596362,0.111271024,5.8,6.3
1093.mp3,[112.34714674],-93.6477,86.78007,20.795366,2694.554096959502,0.1088897421633127,0.10507307,5.8,6.0
1094.mp3,[117.45383523],-227.14822,70.86066,17.508146,2565.790820076056,0.1425444895268962,0.068087764,6.4,6.3
1095.mp3,[112.34714674],-105.49855,71.301605,-2.697723,2817.4604772067937,0.1398615881385448,0.0813288,6.2,6.2
1096.mp3,[135.99917763],-331.63953,122.61773,50.09471,1106.3231094597832,0.0332065263399767,0.08868722,3.8,3.6
1097.mp3,[103.359375],-173.9502,116.365265,-9.771201,1719.9840868151484,0.0753128476925309,0.0885346,5.5,5.4
1098.mp3,[135.99917763],-122.65255,50.132977,6.8029346,3287.1633930832395,0.1536234096845975,0.08093798,6.8,6.3
1099.mp3,[117.45383523],-122.37531,90.814384,12.273004,2453.097803115601,0.1067162859181501,0.1236037,5.7,5.9
110.mp3,[99.38401442],-43.356247,169.60295,-32.60118,1160.518439169797,0.0637671881046826,0.4002873,4.4,2.8
1100.mp3,[117.45383523],-154.13448,122.01579,22.300196,1670.8580376044845,0.0562290628628096,0.12363175,6.3,5.6
1101.mp3,[99.38401442],-248.55428,228.5995,-51.244907,854.4398036739406,0.0507521496468653,0.06736941,3.7,2.4
1102.mp3,[129.19921875],-419.59464,1.6957566,-69.71697,2702.0583886395407,0.1951787139609133,0.030293802,2.3,4.5
1103.mp3,[60.09265988],-420.36566,218.33684,74.17969,537.0108281102717,0.0351656981666021,0.050116565,3.6,3.5
1104.mp3,[99.38401442],-177.03159,98.77027,12.8533535,2036.8315255541063,0.0775188056308049,0.07800196,4.2,4.4
1105.mp3,[117.45383523],-250.3655,129.80653,-16.012783,1676.4121305896608,0.0829919395801083,0.047354564,3.8,3.7
1106.mp3,[117.45383523],-183.67482,115.93952,-10.610507,1774.6736389899131,0.1165639210042569,0.069730885,3.0,3.9
1107.mp3,[95.703125],-300.18756,155.85933,-16.37347,1105.7194110450291,0.0538322519591718,0.046529606,3.0,3.2
1108.mp3,[135.99917763],-238.91975,146.27795,-31.695953,1323.245208585661,0.0672584746275154,0.062138986,4.8,3.7
1109.mp3,[151.99908088],-432.96265,160.25806,36.542164,613.7394975356108,0.0346717480166408,0.03881193,4.2,2.4
111.mp3,[198.76802885],-296.3572,227.10735,-112.42896,1298.8527378772508,0.0960031987712848,0.04796611,5.3,5.3
1110.mp3,[129.19921875],-125.8645,115.01899,4.0457873,1983.3771574581483,0.0736235155040634,0.110431366,5.1,5.4
1111.mp3,[198.76802885],-201.47748,147.15254,-42.908325,1503.7840315171222,0.0937314815934597,0.06881974,3.2,2.9
1112.mp3,[117.45383523],-218.9092,119.185646,-0.8506399,1690.9451266758713,0.0730698529411764,0.052286744,3.1,2.3
1113.mp3,[129.19921875],-289.20282,177.57367,-46.585304,893.4157793659316,0.0477888266737616,0.09202606,3.4,3.0
1114.mp3,[129.19921875],-326.7336,183.14609,9.927665,669.5460943209806,0.0275172183388157,0.063416295,3.4,3.3
1115.mp3,[95.703125],-287.47418,168.79068,-24.008873,1167.3661667681756,0.0705426573384288,0.048661545,4.4,3.9
1116.mp3,[123.046875],-468.1217,177.01479,-4.6026554,806.2419155614026,0.0613964541408668,0.025025735,5.7,3.0
1117.mp3,[123.046875],-233.60637,235.01021,-40.807697,743.5960857080602,0.0386327973829334,0.08114514,4.2,3.4
1118.mp3,[184.5703125],-401.90503,199.97476,39.902767,525.1149962256493,0.0373055189386609,0.046604015,4.0,1.9
1119.mp3,[60.09265988],-385.9185,166.33502,23.818983,666.6272706655046,0.0475473315354102,0.04404479,3.4,2.1
112.mp3,[129.19921875],-15.593673,88.59567,-23.229692,2335.3644967910377,0.1177555237761222,0.23126131,6.8,6.4
1120.mp3,[129.19921875],-281.19473,161.23404,-22.347502,1091.9502111697311,0.0543209111358359,0.04218488,3.4,2.8
1121.mp3,[69.83741554],-344.2368,173.74551,39.40475,732.9125945644473,0.038735593435565,0.055796817,3.9,2.3
1122.mp3,[151.99908088],-120.97264,110.01434,-12.100464,2022.7440227716268,0.0942847662296826,0.08391832,6.8,5.4
1123.mp3,[99.38401442],-295.95355,153.45068,-12.361207,1300.2914705582546,0.0869658384529798,0.068962336,3.1,3.1
1124.mp3,[99.38401442],-164.36589,122.3967,-18.207155,1617.4862539946027,0.074279974119582,0.08121083,5.4,5.1
1125.mp3,[198.76802885],-252.95627,184.28314,-27.333141,951.2061800304816,0.0569210465847523,0.08259558,4.9,3.0
1126.mp3,[151.99908088],-359.86984,169.27946,-21.464838,842.4514395880311,0.0423863650106424,0.060538027,3.9,3.2
1127.mp3,[151.99908088],-264.47424,142.3444,-33.981068,1265.4275137561908,0.0634686260400541,0.05440156,3.4,3.0
1128.mp3,[80.74951172],-389.05066,197.06389,60.14346,588.3820560194818,0.036207264052825,0.057547856,3.7,2.7
1129.mp3,[89.10290948],-277.0151,118.0661,40.331192,1378.990677574256,0.0418017124613003,0.082819514,3.5,2.4
113.mp3,[99.38401442],-62.238262,132.17207,-29.596748,1593.98597153255,0.0776764010497291,0.19432434,5.4,3.8
1130.mp3,[143.5546875],-225.3302,231.5455,-36.962475,732.0436449458507,0.037392819998065,0.09076386,3.8,3.1
1131.mp3,[135.99917763],-293.12274,134.58862,-23.093557,1441.500583561877,0.0715520994582043,0.03626529,4.5,3.4
1132.mp3,[117.45383523],-296.67368,153.8596,-25.99007,1338.5196962015507,0.0703468913264318,0.031856813,4.6,3.4
1133.mp3,[107.66601562],-371.20044,230.07867,38.262905,529.5805616018985,0.0423689803840944,0.064629674,5.0,2.4
1134.mp3,[161.49902344],-493.07516,101.69414,63.73383,293.66618848183816,0.0169511446642801,0.056224257,4.1,2.1
1135.mp3,[67.99958882],-396.5312,224.1596,62.387753,424.75618929306825,0.0294351961590557,0.060390364,3.1,2.7
1136.mp3,[92.28515625],-360.7827,236.02815,43.376217,465.81601425633545,0.0365198094040247,0.076816574,4.5,3.4
1137.mp3,[103.359375],-240.77393,105.30179,-67.35501,1821.1121033740608,0.1056395728521671,0.058468703,4.3,4.2
1138.mp3,[99.38401442],-340.86807,217.97995,-21.291729,886.2194342438615,0.0613628186677631,0.06781718,4.4,3.7
1139.mp3,[80.74951172],-374.74347,181.2131,22.594591,666.8836259382892,0.0472873179905185,0.05078551,5.1,2.5
114.mp3,[92.28515625],-199.05069,121.974655,-12.611299,1539.680168321474,0.0680279333155959,0.08657346,4.8,5.7
1140.mp3,[99.38401442],-131.94423,130.41031,-8.855461,1487.4343829882744,0.0605801325464396,0.12133719,5.9,5.4
1141.mp3,[99.38401442],-225.07536,125.62039,29.329782,1507.3912098624348,0.0534996764947755,0.08377879,4.5,3.6
1142.mp3,[57.421875],-436.46527,151.67447,49.71078,573.6428249415831,0.0456297316418343,0.048312835,3.2,2.1
1143.mp3,[103.359375],-158.4328,118.07523,-18.702456,1983.9469326767232,0.0989434682178792,0.06607392,3.8,5.1
1144.mp3,[117.45383523],-192.87321,174.59784,-21.08504,1047.3622635333816,0.0558843937451625,0.086865045,3.7,4.6
1145.mp3,[112.34714674],-290.79736,136.66985,-23.575018,1409.1982025748196,0.0785992979634288,0.040950496,4.7,2.4
1146.mp3,[112.34714674],-297.50037,175.74825,-0.3388217,983.2335732906654,0.0533719372823142,0.049946953,2.6,3.4
1147.mp3,[56.17357337],-310.58978,202.718,11.318234,635.2976503275904,0.0399778383804179,0.07827985,4.6,3.6
1148.mp3,[75.99954044],-355.3968,186.64935,-5.4786167,779.3673774888915,0.0571874848829334,0.04329868,3.4,3.0
1149.mp3,[83.35433468],-280.716,218.8097,-14.583888,649.6972669232964,0.0397918984616873,0.08545302,4.0,2.6
115.mp3,[129.19921875],-6.9677086,84.47404,-27.702923,2480.0218684183,0.1409602209510448,0.22380975,8.4,7.8
1150.mp3,[107.66601562],-408.4375,188.90593,36.652496,571.4505403845918,0.0441641320385061,0.040765643,4.1,2.3
1151.mp3,[117.45383523],-118.417885,110.19376,-49.110424,1974.1249970540025,0.1099456692627709,0.08654836,5.0,5.6
1152.mp3,[86.1328125],-169.56851,131.12471,-5.8405313,1566.6021880265616,0.0688495458833204,0.0803982,6.1,5.6
1153.mp3,[107.66601562],-321.14435,199.0938,-4.704078,679.8038427979368,0.0472729567772832,0.05987668,3.9,2.5
1154.mp3,[112.34714674],-248.30542,144.33936,5.677001,1188.8395842310435,0.0463202036571207,0.07419401,3.9,4.4
1155.mp3,[123.046875],-346.78122,168.83623,16.560514,853.4174058381594,0.0381161716331269,0.0523207,4.2,4.3
1156.mp3,[172.265625],-148.92264,93.74477,3.6815042,2088.926601597296,0.0807614164086687,0.08555533,7.0,5.6
1157.mp3,[172.265625],-141.04805,87.49616,4.7815866,2190.357778662003,0.0816778885690789,0.089492075,6.9,6.1
1158.mp3,[172.265625],-140.20421,89.400314,1.6720084,2182.700619820786,0.088610197368421,0.089575134,6.2,6.2
1159.mp3,[172.265625],-142.4635,86.87041,0.61867476,2240.168667686386,0.0926090394011222,0.0851326,5.8,6.0
116.mp3,[161.49902344],-49.818172,102.15942,13.857089,1997.0406883280357,0.0663049656540247,0.28640902,4.4,3.9
1160.mp3,[172.265625],-132.23918,93.62777,3.7314813,2091.138452896995,0.0805607373500387,0.10147286,6.4,5.4
1161.mp3,[129.19921875],-401.32642,99.732925,-22.277214,1717.6003459766905,0.1220786268866099,0.03463716,4.1,2.5
1162.mp3,[117.45383523],-292.10648,173.22246,28.185646,963.2874654402368,0.0469086354731037,0.066258,3.6,3.8
1163.mp3,[99.38401442],-208.76537,94.87397,22.47371,2257.302102939939,0.0864514802631579,0.07691031,6.2,5.3
1164.mp3,[112.34714674],-349.8132,217.35072,35.596375,490.3744965202492,0.0367945620888157,0.08897773,3.6,3.1
1165.mp3,[135.99917763],-220.75269,116.14742,13.15627,1835.1428580877343,0.0739817899816176,0.06290694,3.5,2.8
1166.mp3,[99.38401442],-310.77618,170.9862,21.787714,725.0573534669336,0.0333055431259674,0.07390352,4.6,3.3
1167.mp3,[107.66601562],-446.77664,144.24751,62.399605,519.2383629173356,0.0396671826625387,0.041315626,3.6,2.8
1168.mp3,[99.38401442],-322.84442,150.67485,-1.0991838,1349.9879281856793,0.0822818153782894,0.04411005,4.4,3.3
1169.mp3,[129.19921875],-290.61417,173.32564,12.280798,625.5585313031766,0.0185403262867647,0.14621112,3.9,2.8
117.mp3,[117.45383523],-324.94867,150.45445,-14.928678,1195.9318688254011,0.0598684966379644,0.042059045,3.9,5.0
1170.mp3,[80.74951172],-361.8452,169.26599,26.063093,664.1101932584913,0.0525945421342879,0.0471055,3.1,2.1
1171.mp3,[60.09265988],-505.2384,116.281586,83.91344,245.1765073086748,0.0177402555388931,0.06535331,3.6,1.9
1172.mp3,[123.046875],-353.36386,135.78262,49.307644,637.5146116577442,0.0268059603570046,0.061139498,3.9,2.5
1173.mp3,[143.5546875],-298.31955,135.82402,-13.544145,1370.6092171206346,0.0596564797794117,0.05430896,4.3,4.0
1174.mp3,[99.38401442],-383.93735,139.9008,20.77657,624.0138938347991,0.0372624352989551,0.06040141,3.6,3.3
1175.mp3,[60.09265988],-316.68295,190.98207,13.84282,871.8200289494366,0.056418404121517,0.076180935,3.7,3.4
1176.mp3,[135.99917763],-267.06604,157.33588,-3.5606632,1246.2858944917753,0.0618034811580882,0.049832795,4.9,2.7
1177.mp3,[151.99908088],-179.7143,115.91717,7.7706757,1577.480960122774,0.0603269216815015,0.10158811,5.2,3.3
1178.mp3,[151.99908088],-346.54297,110.816185,2.2400205,1536.4427734170977,0.0985799027670278,0.032602206,4.9,4.5
1179.mp3,[69.83741554],-183.59366,162.67014,-31.410006,1262.8490326183055,0.0563375278154024,0.093681335,3.4,4.1
118.mp3,[161.49902344],-153.39215,112.81492,1.8511614,1801.5466677680065,0.0711851326673761,0.104862094,4.9,4.6
1180.mp3,[129.19921875],-295.5135,203.47768,-42.888023,857.0644721561696,0.0606504269059597,0.07486202,3.3,2.6
1181.mp3,[161.49902344],-113.09538,125.37341,-7.3964043,1723.6402649136437,0.0800573390334752,0.09852099,3.7,4.4
1182.mp3,[123.046875],-299.44754,191.04819,-6.1328335,758.0833164554848,0.0395575839299535,0.06926216,2.7,2.2
1183.mp3,[117.45383523],-320.05423,200.33829,-12.474622,800.3083671251867,0.0519225885255417,0.07240066,3.7,3.2
1184.mp3,[39.75360577],-437.43073,156.45024,64.38557,507.7642032204329,0.0409944611068111,0.052758586,4.2,2.3
1185.mp3,[172.265625],-225.14241,159.13751,-18.865364,1135.5573205450703,0.0693608806598297,0.084486365,6.2,4.8
1186.mp3,[123.046875],-424.696,141.5121,60.541603,539.2363675950409,0.0293720824061532,0.048796207,3.7,1.9
1187.mp3,[135.99917763],-333.50363,164.51793,-6.6733294,1191.8108393578125,0.0687142481375774,0.036656957,4.4,4.1
1188.mp3,[198.76802885],-330.39893,136.60193,-44.149605,1167.4940393865943,0.0689954255756579,0.068927065,4.7,3.3
1189.mp3,[198.76802885],-312.31143,151.28145,-34.184925,997.8715340180084,0.0570748627370356,0.05203423,4.8,3.2
119.mp3,[80.74951172],-174.44742,156.51086,-78.50125,1599.755434046132,0.1354062106956269,0.103093505,4.3,3.2
1190.mp3,[161.49902344],-336.2817,189.88148,-16.645985,809.0508215613338,0.0574611037877322,0.05400917,3.5,2.2
1191.mp3,[103.359375],-391.0409,161.1823,18.517122,576.3483616981758,0.034794574182469,0.0559541,4.4,2.6
1192.mp3,[117.45383523],-315.33484,194.57338,40.36823,521.2549610764144,0.0224870144398219,0.10718886,3.7,2.9
1193.mp3,[151.99908088],-268.1107,123.26238,23.788673,1361.1600298984972,0.0491157271913699,0.07401876,4.4,3.9
1194.mp3,[117.45383523],-338.89792,162.09949,41.05203,613.9848291799734,0.0234099113535216,0.07329276,3.4,2.5
1195.mp3,[184.5703125],-229.15688,104.734535,6.0614643,1948.556463034958,0.0777780633223684,0.06525124,4.2,4.0
1196.mp3,[123.046875],-352.29034,154.68367,20.394243,773.8237141119118,0.0264820772058823,0.055339005,3.8,2.7
1197.mp3,[103.359375],-362.57364,32.661083,-63.991425,2201.65591394806,0.1464734151267414,0.040551573,3.9,2.8
1198.mp3,[198.76802885],-373.42038,170.37657,40.049236,737.6789021156109,0.0423980807372291,0.045230273,3.5,1.8
1199.mp3,[143.5546875],-203.69456,146.70152,-6.1772056,1245.5849368576253,0.0426735892753483,0.09524987,4.5,3.5
120.mp3,[103.359375],-269.05917,117.26742,-9.046601,1561.0780180597249,0.067679484931308,0.04060719,3.8,5.0
1200.mp3,[71.77734375],-327.86737,170.30783,2.9980333,805.8949910494802,0.0539607470249613,0.09225302,3.2,3.6
1201.mp3,[161.49902344],-124.23783,86.13883,4.183038,2414.5238225623875,0.1067896036909829,0.08666338,6.0,5.5
1202.mp3,[129.19921875],-295.6254,155.47198,-55.691914,1044.631544080556,0.0633117864744582,0.057287134,4.1,2.7
1203.mp3,[112.34714674],-238.43481,212.4977,-114.03906,1323.471787375115,0.0973966143817724,0.10129318,4.0,3.4
